"","X","ccode","isocode","ctry_name","year","gdp_grth","urban","l_pop","polity2","event","Africa","Asia","Europe","Latin_America","PHYSINT","ELECSD","LABENV","milex","milper","tpop","VIOLENCE","lagVIOLENCE","dummyevent","lagdummy","ProtestHistory","milexpc","lmilexpc"
"736",736,581,"COM","Comoros",1986,1.8672121,0.26120001,12.87919,-7,0,1,0,0,0,NA,NA,NA,NA,1,476,NA,NA,0,0,NA,NA,NA
"737",737,581,"COM","Comoros",1987,1.637991,0.26639999,12.90533,-7,0,1,0,0,0,NA,NA,NA,6.35220125786164,1,477,NA,NA,0,0,NA,0.013316983769102,-4.31871508327327
"738",738,581,"COM","Comoros",1988,2.6875191,0.2716,12.93148,-7,0,1,0,0,0,NA,NA,NA,NA,1,491,NA,NA,0,0,NA,NA,NA
"739",739,581,"COM","Comoros",1989,-3.180675,0.2768,12.95762,-7,0,1,0,0,0,NA,NA,NA,NA,1,507,NA,NA,0,0,0,NA,NA
"740",740,581,"COM","Comoros",1990,5.091393,0.28200001,12.98376,4,0,1,0,0,0,NA,NA,NA,NA,1,523,NA,NA,0,0,0,NA,NA
"741",741,581,"COM","Comoros",1991,-5.3955989,0.2874,13.0099,4,0,1,0,0,0,NA,NA,NA,NA,1,539,NA,NA,0,0,0,NA,NA
"742",742,581,"COM","Comoros",1992,8.5309238,0.29280001,13.03102,4,0,1,0,0,0,NA,NA,NA,NA,1,557,NA,NA,0,0,0,NA,NA
"743",743,581,"COM","Comoros",1993,3.0059381,0.2982,13.05213,4,0,1,0,0,0,NA,NA,NA,NA,NA,575,NA,NA,0,0,0,NA,NA
"744",744,581,"COM","Comoros",1994,-5.2766819,0.30360001,13.07325,4,0,1,0,0,0,NA,NA,NA,NA,NA,593,NA,NA,0,0,0,NA,NA
"745",745,581,"COM","Comoros",1995,3.6101301,0.309,13.09436,0,0,1,0,0,0,NA,NA,NA,NA,NA,612,NA,NA,0,0,0,NA,NA
"746",746,581,"COM","Comoros",1996,-1.2916681,0.3148,13.11547,4,0,1,0,0,0,NA,NA,NA,NA,NA,632,NA,NA,0,0,0,NA,NA
"747",747,581,"COM","Comoros",1997,4.0303411,0.32060001,13.13659,4,0,1,0,0,0,NA,NA,NA,NA,NA,651,NA,NA,0,0,0,NA,NA
"748",748,581,"COM","Comoros",1998,0.86562133,0.32639999,13.1577,4,0,1,0,0,0,NA,NA,NA,NA,NA,658,NA,NA,0,0,0,NA,NA
"749",749,581,"COM","Comoros",1999,2.87638,0.33220001,13.17882,-2,0,1,0,0,0,NA,NA,NA,NA,NA,676,NA,NA,0,0,0,NA,NA
"750",750,581,"COM","Comoros",2000,0.89419979,0.33799999,13.19993,-1,0,1,0,0,0,NA,NA,NA,NA,NA,694,NA,NA,0,0,0,NA,NA
"751",751,581,"COM","Comoros",2001,3.329442,0.34439999,13.22104,0,0,1,0,0,0,8,1,7,NA,NA,694,0,NA,0,0,0,NA,NA
"752",752,581,"COM","Comoros",2002,4.149601,0.35080002,13.24216,4,0,1,0,0,0,NA,NA,NA,NA,NA,556,NA,0,0,0,0,NA,NA
"753",753,581,"COM","Comoros",2003,2.4742119,0.35720001,13.26327,4,0,1,0,0,0,6,2,6,NA,NA,570,2,NA,0,0,0,NA,NA
"754",754,581,"COM","Comoros",2004,-0.2394602,0.36360001,13.28439,6,0,1,0,0,0,7,2,6,NA,NA,585,1,2,0,0,0,NA,NA
"755",755,581,"COM","Comoros",2005,4.2298579,0.37,13.3055,NA,0,1,0,0,0,8,2,5,NA,NA,601,0,1,0,0,0,NA,NA
"756",756,581,"COM","Comoros",2006,NA,NA,NA,NA,0,1,0,0,0,7,2,5,NA,NA,617,1,0,0,0,0,NA,NA
"757",757,94,"CRI","Costa Rica",1979,4.9391241,0.42740002,14.64089,10,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"758",758,94,"CRI","Costa Rica",1980,0.75189543,0.43099998,14.66867,10,0,0,0,0,1,NA,NA,NA,11.0187082405345,6,2245,NA,NA,0,0,NA,0.00490811057484834,-5.31686622287456
"759",759,94,"CRI","Costa Rica",1981,-2.261656,0.43599998,14.69654,10,0,0,0,0,1,8,1,7,9.38088947600176,6,2271,0,NA,0,0,NA,0.00413073072479162,-5.48930095671735
"760",760,94,"CRI","Costa Rica",1982,-7.2855692,0.44099998,14.7245,10,0,0,0,0,1,8,2,8,9.48556105610561,6,2424,0,0,0,0,NA,0.00391318525416898,-5.54340359361641
"761",761,94,"CRI","Costa Rica",1983,2.862993,0.44599998,14.75241,10,0,0,0,0,1,8,2,8,11.2215544871795,7,2496,0,0,0,0,NA,0.00449581509903024,-5.40460829289696
"762",762,94,"CRI","Costa Rica",1984,6.201704,0.45099998,14.78013,10,0,0,0,0,1,7,1,7,7.8283378746594,8,2569,1,0,0,0,NA,0.00304723155883978,-5.79352178618516
"763",763,94,"CRI","Costa Rica",1985,1.041412,0.45599998,14.80754,10,0,0,0,0,1,8,2,8,11.0900832702498,8,2642,0,1,0,0,NA,0.00419760911061689,-5.47324017515938
"764",764,94,"CRI","Costa Rica",1986,5.7849488,0.46619999,14.83462,10,0,0,0,0,1,8,2,8,11.3770250368189,8,2716,0,0,0,0,NA,0.00418888992519104,-5.47531951447134
"765",765,94,"CRI","Costa Rica",1987,6.8754401,0.47639999,14.86138,10,0,0,0,0,1,8,1,7,8.98957209636821,8,2781,0,0,0,0,NA,0.00323249625903208,-5.73450060461759
"766",766,94,"CRI","Costa Rica",1988,3.8193929,0.4866,14.88774,10,0,0,0,0,1,8,2,8,7.36583654857945,8,2851,0,0,0,0,NA,0.00258359752668518,-5.95857246111978
"767",767,94,"CRI","Costa Rica",1989,5.0656729,0.4968,14.91363,10,0,0,0,0,1,8,2,8,19.5071868583162,8,2922,0,0,0,0,0,0.00667597086184676,-5.0092406378046
"768",768,94,"CRI","Costa Rica",1990,3.904918,0.50700001,14.93904,10,0,0,0,0,1,8,1,7,22.3422459893048,8,2805,0,0,0,0,0,0.00796515008531366,-4.83267949269487
"769",769,94,"CRI","Costa Rica",1991,2.5719161,0.51720001,14.96384,10,0,0,0,0,1,8,2,6,19.2650644374782,8,2871,0,0,0,0,0,0.00671022794757166,-5.0041223572534
"770",770,94,"CRI","Costa Rica",1992,9.1520166,0.52740002,14.9881,10,0,0,0,0,1,5,2,6,20.6603131381892,8,2938,3,0,0,0,0,0.00703210113621145,-4.95726973642006
"771",771,94,"CRI","Costa Rica",1993,7.4136872,0.53759998,15.01215,10,0,0,0,0,1,8,2,6,31.7803660565724,8,3005,0,3,0,0,0,0.0105758289705732,-4.54918416746979
"772",772,94,"CRI","Costa Rica",1994,4.7295961,0.54779999,15.0364,10,0,0,0,0,1,7,2,6,7.65462339252909,8,3266,1,0,0,0,0,0.00234373037125814,-6.05601144321048
"773",773,94,"CRI","Costa Rica",1995,3.9208829,0.55799999,15.06108,10,1,0,0,0,1,7,2,7,14.4014401440144,8,3333,1,1,1,0,1,0.00432086412961728,-5.44429986672545
"774",774,94,"CRI","Costa Rica",1996,0.88659298,0.56439999,15.08623,10,1,0,0,0,1,7,2,7,15.5974102413184,8,3398,1,1,1,1,1,0.00459017370256575,-5.3838374119295
"775",775,94,"CRI","Costa Rica",1997,5.578187,0.57080002,15.11161,10,0,0,0,0,1,7,2,7,17.0323325635104,10,3464,1,1,0,1,1,0.00491695512803418,-5.3150658164768
"776",776,94,"CRI","Costa Rica",1998,8.3978462,0.57720001,15.13671,10,0,0,0,0,1,7,2,7,18.2244207237699,10,3841,1,1,0,0,1,0.00474470729595674,-5.35072553566031
"777",777,94,"CRI","Costa Rica",1999,8.2221899,0.58360001,15.16092,10,0,0,0,0,1,7,2,7,17.5438596491228,10,3933,1,1,0,0,1,0.0044606813244655,-5.41245376128422
"778",778,94,"CRI","Costa Rica",2000,1.799686,0.59,15.18384,10,0,0,0,0,1,6,2,8,20.6313696246582,NA,4023,2,1,0,0,1,0.00512835436854542,-5.27297045712084
"779",779,94,"CRI","Costa Rica",2001,1.078487,0.59540001,15.20541,10,0,0,0,0,1,7,2,7,19.4522651650883,NA,3907,1,2,0,0,1,0.00497882394806458,-5.30256157084167
"780",780,94,"CRI","Costa Rica",2002,2.892982,0.60080002,15.22575,10,0,0,0,0,1,7,2,7,23.4489496824621,0,4094,1,1,0,0,1,0.00572763792927751,-5.1624520619925
"781",781,94,"CRI","Costa Rica",2003,6.4015779,0.60619999,15.24495,10,0,0,0,0,1,7,2,6,22.5365619755454,0,4171,1,1,0,0,1,0.0054031555923149,-5.22077212714175
"782",782,94,"CRI","Costa Rica",2004,4.295382,0.6116,15.26314,10,0,0,0,0,1,7,2,6,24.7291568535092,0,4246,1,1,0,0,1,0.00582410665414724,-5.14574965538674
"783",783,94,"CRI","Costa Rica",2005,5.9113841,0.61700001,15.28044,NA,0,0,0,0,1,7,2,6,21.9907407407407,0,4320,1,1,0,0,1,0.00509044924554184,-5.28038919189363
"784",784,94,"CRI","Costa Rica",2006,NA,NA,NA,NA,0,0,0,0,1,7,2,6,28.0054644808743,0,4392,1,1,0,0,1,0.0063764718763375,-5.05514033202418
"785",785,40,"CUB","Cuba",1979,NA,0.6732,16.07482,-7,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"786",786,40,"CUB","Cuba",1980,NA,0.68099998,16.081909,-7,0,0,0,0,1,NA,NA,NA,115.835870012341,220,9724,NA,NA,0,0,NA,0.0119123683681963,-4.43017805995195
"787",787,40,"CUB","Cuba",1981,NA,0.68660004,16.089319,-7,0,0,0,0,1,4,0,2,130.863327848622,225,9724,4,NA,0,0,NA,0.013457767158435,-4.30819885571544
"788",788,40,"CUB","Cuba",1982,NA,0.69220001,16.09692,-7,0,0,0,0,1,2,0,2,135.700438730742,230,9801,6,4,0,0,NA,0.0138455707306134,-4.27978990034042
"789",789,40,"CUB","Cuba",1983,NA,0.69779999,16.10486,-7,0,0,0,0,1,1,0,2,135.192583611195,250,9897,7,6,0,0,NA,0.0136599559069612,-4.2932866527392
"790",790,40,"CUB","Cuba",1984,NA,0.70339996,16.11326,-7,0,0,0,0,1,2,0,2,135.802881729037,297,9994,6,7,0,0,NA,0.0135884412376463,-4.29853575661415
"791",791,40,"CUB","Cuba",1985,NA,0.70900002,16.122181,-7,0,0,0,0,1,3,0,2,133.689839572193,297,10098,5,6,0,0,NA,0.0132392394109915,-4.32457017642311
"792",792,40,"CUB","Cuba",1986,NA,0.71400002,16.131729,-7,0,0,0,0,1,1,0,2,145.112265908422,297,10199,7,5,0,0,NA,0.0142280876466734,-4.25253726476074
"793",793,40,"CUB","Cuba",1987,NA,0.71900002,16.14183,-7,0,0,0,0,1,2,0,2,161.149402970585,297,10301,6,7,0,0,NA,0.0156440542637205,-4.15766435343466
"794",794,40,"CUB","Cuba",1988,NA,0.72400002,16.15202,-7,0,0,0,0,1,4,0,2,215.136381098732,297,10412,4,6,0,0,NA,0.0206623493179727,-3.87944210839769
"795",795,40,"CUB","Cuba",1989,NA,0.72900002,16.161671,-7,0,0,0,0,1,3,0,2,173.904780005702,297,10523,5,4,0,0,0,0.0165261598408916,-4.10281070866402
"796",796,40,"CUB","Cuba",1990,NA,0.73400002,16.170361,-7,0,0,0,0,1,3,0,2,159.167921686747,297,10624,5,5,0,0,0,0.0149819203394905,-4.20091111555171
"797",797,40,"CUB","Cuba",1991,NA,0.73580002,16.17794,-7,0,0,0,0,1,4,0,2,107.967237527923,297,10744,4,5,0,0,0,0.0100490727408714,-4.6002749133236
"798",798,40,"CUB","Cuba",1992,NA,0.73760002,16.18454,-7,0,0,0,0,1,3,0,2,NA,175,10831,5,4,0,0,0,NA,NA
"799",799,40,"CUB","Cuba",1993,NA,0.73940002,16.190399,-7,0,0,0,0,1,3,0,1,NA,175,10904,5,5,0,0,0,NA,NA
"800",800,40,"CUB","Cuba",1994,NA,0.74120003,16.195881,-7,0,0,0,0,1,3,0,1,0.0325114155251142,140,10950,5,5,0,0,0,2.96907904338942e-06,-12.7272587396373
"801",801,40,"CUB","Cuba",1995,2.457201,0.74300003,16.20122,-7,0,0,0,0,1,3,0,1,63.752276867031,70,10980,5,5,0,0,0,0.00580621829390082,-5.1488258161015
"802",802,40,"CUB","Cuba",1996,7.8387499,0.74559998,16.20649,-7,0,0,0,0,1,3,0,1,64.8879208639623,70,11019,5,5,0,0,0,0.00588873045321374,-5.13471484729941
"803",803,40,"CUB","Cuba",1997,2.492615,0.7482,16.211599,-7,0,0,0,0,1,4,0,1,65.1053440636586,55,11059,4,5,0,0,0,0.00588709142451022,-5.13499321915848
"804",804,40,"CUB","Cuba",1998,1.246878,0.75080002,16.216419,-7,0,0,0,0,1,3,0,1,68.8197193234977,55,11116,5,4,0,0,0,0.00619105067681699,-5.08465046891612
"805",805,40,"CUB","Cuba",1999,6.2375879,0.75339996,16.220819,-7,0,0,0,0,1,4,0,1,67.2043010752688,50,11160,4,5,0,0,0,0.00602189077735384,-5.11235398635811
"806",806,40,"CUB","Cuba",2000,5.6270099,0.75599998,16.22468,-7,0,0,0,0,1,4,0,1,65.6191411481118,58,11201,4,4,0,0,0,0.00585832882315077,-5.13989089982851
"807",807,40,"CUB","Cuba",2001,2.999902,0.75580002,16.227961,-7,0,0,0,0,1,5,0,1,65.8779241731648,46,11157,3,4,0,0,0,0.00590462706580307,-5.13201898699139
"808",808,40,"CUB","Cuba",2002,1.799859,0.75559998,16.230761,-7,0,0,0,0,1,4,0,1,102.747056724938,46,11212,4,3,0,0,0,0.00916402575142147,-4.69246970433138
"809",809,40,"CUB","Cuba",2003,3.8000309,0.75540001,16.233191,-7,0,0,0,0,1,4,0,1,107.41597012271,46,11246,4,4,0,0,0,0.00955148231573095,-4.6510589202274
"810",810,40,"CUB","Cuba",2004,5.4000368,0.75519997,16.23543,-7,0,0,0,0,1,4,0,1,117.093941275614,48,11273,4,4,0,0,0,0.0103871144571644,-4.56718923552651
"811",811,40,"CUB","Cuba",2005,NA,0.755,16.2376,NA,0,0,0,0,1,4,0,0,127.878143818633,49,11292,4,4,0,0,0,0.0113246673590713,-4.48077198031185
"812",812,40,"CUB","Cuba",2006,NA,NA,NA,NA,0,0,0,0,1,4,0,0,147.597557738253,49,11301,4,4,0,0,0,0.013060574970202,-4.33815713081947
"813",813,352,"CYP","Cyprus",1979,9.9055672,0.5634,13.13824,10,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"814",814,352,"CYP","Cyprus",1980,5.7532449,0.58599998,13.14706,10,0,0,1,0,0,NA,NA,NA,39.5351882160393,16,611,NA,NA,0,0,NA,0.0647057090278875,-2.7379058429154
"815",815,352,"CYP","Cyprus",1981,2.5169981,0.5982,13.15947,10,0,0,1,0,0,7,2,6,62.2168284789644,16,618,1,NA,0,0,NA,0.100674479739425,-2.29586293998159
"816",816,352,"CYP","Cyprus",1982,6.0217118,0.61040001,13.16867,10,0,0,1,0,0,8,2,7,117.977564102564,17,624,0,1,0,0,NA,0.189066609138725,-1.66565589670569
"817",817,352,"CYP","Cyprus",1983,5.582181,0.62259998,13.17695,10,0,0,1,0,0,8,2,7,132.344936708861,10,632,0,0,0,0,NA,0.209406545425413,-1.56347772303321
"818",818,352,"CYP","Cyprus",1984,8.7578936,0.6348,13.18993,10,0,0,1,0,0,6,1,6,143.0734375,10,640,2,0,0,0,NA,0.22355224609375,-1.49811012896389
"819",819,352,"CYP","Cyprus",1985,4.8825412,0.64699997,13.2021,10,0,0,1,0,0,8,2,6,43.0448222565688,13,647,0,2,0,0,NA,0.0665298643841867,-2.71010434364637
"820",820,352,"CYP","Cyprus",1986,3.7039509,0.65120003,13.21357,10,0,0,1,0,0,8,2,7,179.876923076923,13,650,0,0,0,0,NA,0.276733727810651,-1.28469950655418
"821",821,352,"CYP","Cyprus",1987,7.065248,0.65540001,13.22447,10,0,0,1,0,0,7,1,6,183.626707132018,13,659,1,0,0,0,NA,0.278644472127493,-1.27781860321292
"822",822,352,"CYP","Cyprus",1988,8.6467781,0.65959999,13.23507,10,0,0,1,0,0,8,2,7,187.996987951807,13,664,0,1,0,0,NA,0.283127993903324,-1.26185620830777
"823",823,352,"CYP","Cyprus",1989,7.9474249,0.66379997,13.24935,10,0,0,1,0,0,8,2,8,231.430700447094,14,671,0,0,0,0,0,0.344904173542614,-1.06448865838013
"824",824,352,"CYP","Cyprus",1990,7.4039998,0.66800003,13.27061,10,0,0,1,0,0,7,1,5,446.54919236417,10,681,1,0,0,0,0,0.655725686290999,-0.422012738633569
"825",825,352,"CYP","Cyprus",1991,0.73949999,0.67040001,13.29648,10,0,0,1,0,0,5,2,6,410.533910533911,10,693,3,1,0,0,0,0.592401025301458,-0.523571465831284
"826",826,352,"CYP","Cyprus",1992,9.3999996,0.67279999,13.3231,10,0,0,1,0,0,7,1,5,675.779036827195,10,706,1,3,0,0,0,0.957194103154668,-0.0437490834822858
"827",827,352,"CYP","Cyprus",1993,0.69999999,0.67519997,13.34719,10,0,0,1,0,0,6,1,6,681.058495821727,10,718,2,1,0,0,0,0.948549437077614,-0.0528213696394393
"828",828,352,"CYP","Cyprus",1994,5.9000001,0.67760002,13.36789,10,0,0,1,0,0,6,1,5,703.856749311295,10,726,2,2,0,0,0,0.969499654698753,-0.0309751604637507
"829",829,352,"CYP","Cyprus",1995,6.0999999,0.68,13.38603,10,0,0,1,0,0,5,1,5,502.046384720327,10,733,3,2,0,0,0,0.684920033724867,-0.378453186622235
"830",830,352,"CYP","Cyprus",1996,1.9,0.68120003,13.40196,10,0,0,1,0,0,7,2,5,659.891598915989,10,738,1,3,0,0,0,0.894162058151747,-0.111868247136218
"831",831,352,"CYP","Cyprus",1997,2.4000001,0.68239998,13.41615,10,0,0,1,0,0,7,2,6,659.268929503916,10,766,1,1,0,0,0,0.860664398830178,-0.150050631223686
"832",832,352,"CYP","Cyprus",1998,5,0.68360001,13.42845,10,0,0,1,0,0,7,2,5,660.181582360571,12,771,1,1,0,0,0,0.856266643788029,-0.155173451593999
"833",833,352,"CYP","Cyprus",1999,4.5999999,0.68480003,13.43965,10,0,0,1,0,0,7,2,5,453.727506426735,14,778,1,1,0,0,0,0.583197309031793,-0.539229712441349
"834",834,352,"CYP","Cyprus",2000,5,0.68599998,13.45023,10,0,0,1,0,0,7,2,5,459.287531806616,10,786,1,1,0,0,0,0.584335282196712,-0.537280347543395
"835",835,352,"CYP","Cyprus",2001,4.0999999,0.68739998,13.46098,10,0,0,1,0,0,7,2,5,449.358059914408,10,701,1,1,0,0,0,0.641024336539812,-0.44468785626141
"836",836,352,"CYP","Cyprus",2002,2.0999999,0.68879997,13.47344,10,0,0,1,0,0,7,2,5,251.020408163265,10,980,1,1,0,0,0,0.256143273635985,-1.36201832841474
"837",837,352,"CYP","Cyprus",2003,1.9,0.69019997,13.49082,10,0,0,1,0,0,7,2,5,247.49498997996,10,998,1,1,0,0,0,0.247990971923808,-1.39436293701281
"838",838,352,"CYP","Cyprus",2004,3.7,0.69160004,13.51414,10,0,0,1,0,0,7,2,5,269.685039370079,10,1016,1,1,0,0,0,0.265438030876062,-1.32637387090665
"839",839,352,"CYP","Cyprus",2005,NA,0.69300003,13.53817,NA,0,0,1,0,0,7,2,7,265.246853823814,10,1033,1,1,0,0,0,0.256773333808145,-1.35956155286907
"840",840,352,"CYP","Cyprus",2006,NA,NA,NA,NA,0,0,1,0,0,7,2,5,229.007633587786,10,1048,1,1,0,0,0,0.218518734339491,-1.52088352743785
"841",841,316,"CZE","Czech Republic",1979,NA,0.72419998,16.141029,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"842",842,316,"CZE","Czech Republic",1980,NA,0.74599998,16.141029,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"843",843,316,"CZE","Czech Republic",1981,NA,0.74720001,16.14415,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"844",844,316,"CZE","Czech Republic",1982,NA,0.74839996,16.146589,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"845",845,316,"CZE","Czech Republic",1983,NA,0.74959999,16.14843,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"846",846,316,"CZE","Czech Republic",1984,NA,0.75080002,16.14979,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"847",847,316,"CZE","Czech Republic",1985,NA,0.75199997,16.151051,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"848",848,316,"CZE","Czech Republic",1986,NA,0.75199997,16.15163,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"849",849,316,"CZE","Czech Republic",1987,NA,0.75199997,16.1523,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"850",850,316,"CZE","Czech Republic",1988,NA,0.75199997,16.15308,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"851",851,316,"CZE","Czech Republic",1989,NA,0.75199997,16.15366,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"852",852,316,"CZE","Czech Republic",1990,NA,0.75199997,16.153749,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"853",853,316,"CZE","Czech Republic",1991,-11.6117,0.75080002,16.148529,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"854",854,316,"CZE","Czech Republic",1992,-0.51518232,0.74959999,16.149401,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
"855",855,316,"CZE","Czech Republic",1993,0.062769704,0.74839996,16.15066,10,0,0,0,1,0,8,2,7,78.2596070080341,107,10331,0,NA,0,0,0,0.00757522088936541,-4.88287276769959
"856",856,316,"CZE","Czech Republic",1994,2.2190859,0.74720001,16.15114,10,0,0,0,1,0,6,2,6,74.5259287925697,90,10336,2,0,0,0,0,0.00721032592807369,-4.93224112370371
"857",857,316,"CZE","Czech Republic",1995,5.945075,0.74599998,16.15066,10,0,0,0,1,0,5,2,6,108.411576807666,68,10331,3,2,0,0,0,0.0104938124874326,-4.55696948242761
"858",858,316,"CZE","Czech Republic",1996,4.0274401,0.74480003,16.149111,10,0,0,0,1,0,8,2,6,114.008725157538,62,10315,0,3,0,0,0,0.0110527120850739,-4.50507944357
"859",859,316,"CZE","Czech Republic",1997,-0.73085469,0.74360001,16.14805,10,0,0,0,1,0,8,2,6,95.7880434782609,55,10304,0,0,0,0,0,0.00929619987172563,-4.67814957827265
"860",860,316,"CZE","Czech Republic",1998,-0.75899601,0.74239998,16.14716,10,0,0,0,1,0,7,2,5,114.569149970823,56,10282,1,0,0,0,0,0.0111426911078412,-4.49697150203723
"861",861,316,"CZE","Czech Republic",1999,1.339505,0.74120003,16.146,10,0,0,0,1,0,8,2,7,108.653283960242,54,10262,0,1,0,0,0,0.0105879247671255,-4.54804110012746
"862",862,316,"CZE","Czech Republic",2000,3.647897,0.74,16.14506,10,0,0,0,1,0,7,2,5,112.065599375244,58,10244,1,0,0,0,0,0.0109396328948891,-4.51536303877718
"863",863,316,"CZE","Czech Republic",2001,2.4563661,0.73900002,16.140249,10,1,0,0,1,0,8,2,6,114.143192488263,54,10224,0,1,1,0,1,0.0111642402668489,-4.49503944196594
"864",864,316,"CZE","Czech Republic",2002,1.8968379,0.73800003,16.138,10,0,0,0,1,0,8,2,5,145.094967691404,49,10214,0,0,0,1,1,0.0142054990886434,-4.25412612957701
"865",865,316,"CZE","Czech Republic",2003,3.602294,0.73699997,16.13809,10,0,0,0,1,0,7,2,6,186.789494315955,57,10204,1,0,0,0,1,0.0183055168870986,-4.00055279532712
"866",866,316,"CZE","Czech Republic",2004,4.2147241,0.73599998,16.13858,10,0,0,0,1,0,6,2,6,198.863636363636,40,10208,2,1,0,0,1,0.019481155599886,-3.93830766015117
"867",867,316,"CZE","Czech Republic",2005,6.0784602,0.735,16.141239,NA,0,0,0,1,0,7,2,5,216.596618121396,22,10231,1,2,0,0,1,0.021170620479073,-3.85514088490857
"868",868,316,"CZE","Czech Republic",2006,NA,NA,NA,NA,0,0,0,1,0,7,2,5,234.355231143552,22,10275,1,1,0,0,1,0.0228082950018056,-3.78063099331802
"869",869,522,"DJI","Djibouti",1979,NA,0.71099998,12.67698,-8,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"870",870,522,"DJI","Djibouti",1980,NA,0.72099998,12.73696,-8,0,1,0,0,0,NA,NA,NA,56.3380281690141,1,355,NA,NA,0,0,NA,0.158698670898631,-1.8407480264147
"871",871,522,"DJI","Djibouti",1981,NA,0.72660004,12.77775,-8,0,1,0,0,0,NA,NA,NA,57.3770491803279,2,366,NA,NA,0,0,NA,0.156767893935322,-1.85298895009717
"872",872,522,"DJI","Djibouti",1982,NA,0.73220001,12.80446,-8,0,1,0,0,0,NA,NA,NA,67.2043010752688,3,372,NA,NA,0,0,NA,0.180656723320615,-1.71115660469596
"873",873,522,"DJI","Djibouti",1983,NA,0.73779999,12.82716,-8,0,1,0,0,0,NA,NA,NA,73.1070496083551,2,383,NA,NA,0,0,NA,0.190880025087089,-1.65611018920395
"874",874,522,"DJI","Djibouti",1984,NA,0.74339996,12.85857,-8,0,1,0,0,0,NA,NA,NA,66.6666666666667,3,405,NA,NA,0,0,NA,0.164609053497942,-1.80418198922661
"875",875,522,"DJI","Djibouti",1985,NA,0.74900002,12.90584,-8,0,1,0,0,0,NA,NA,NA,74.8837209302326,5,430,NA,NA,0,0,NA,0.174148188209843,-1.74784868584272
"876",876,522,"DJI","Djibouti",1986,NA,0.75120003,12.97052,-8,0,1,0,0,0,NA,NA,NA,65.5416666666667,4,456,NA,NA,0,0,NA,0.143731725146199,-1.93980673680405
"877",877,522,"DJI","Djibouti",1987,NA,0.75339996,13.04572,-8,0,1,0,0,0,NA,NA,NA,76.7494356659142,4,443,NA,NA,0,0,NA,0.173249290442244,-1.75302373649197
"878",878,522,"DJI","Djibouti",1988,NA,0.75559998,13.12088,-8,0,1,0,0,0,NA,NA,NA,76.7590618336887,4,469,NA,NA,0,0,NA,0.163665377044112,-1.80993131945431
"879",879,522,"DJI","Djibouti",1989,NA,0.75779999,13.18482,-8,0,1,0,0,0,NA,NA,NA,52.6315789473684,4,494,NA,NA,0,0,0,0.106541657788195,-2.23921921737223
"880",880,522,"DJI","Djibouti",1990,NA,0.76,13.2321,-8,0,1,0,0,0,NA,NA,NA,54.1586073500967,4,517,NA,NA,0,0,0,0.104755526789355,-2.25612595985952
"881",881,522,"DJI","Djibouti",1991,-4.277617,0.76739998,13.26199,-8,0,1,0,0,0,NA,NA,NA,72.43947858473,3,537,NA,NA,0,0,0,0.134896608165233,-2.00324665941119
"882",882,522,"DJI","Djibouti",1992,0.0101313,0.77480003,13.27882,-7,0,1,0,0,0,NA,NA,NA,68.4115523465704,8,554,NA,NA,0,0,0,0.123486556582257,-2.09162298242405
"883",883,522,"DJI","Djibouti",1993,-6.6550388,0.78220001,13.28882,-7,0,1,0,0,0,NA,NA,NA,49.1228070175439,8,570,NA,NA,0,0,0,0.0861803631886734,-2.45131293249985
"884",884,522,"DJI","Djibouti",1994,-0.94174761,0.78959999,13.30037,-7,0,1,0,0,0,NA,NA,NA,44.4444444444444,8,585,NA,NA,0,0,0,0.0759734093067426,-2.57737187746009
