"","X","ccode","isocode","ctry_name","year","gdp_grth","urban","l_pop","polity2","event","Africa","Asia","Europe","Latin_America","PHYSINT","ELECSD","LABENV","milex","milper","tpop","VIOLENCE","lagVIOLENCE","dummyevent","lagdummy","ProtestHistory","milexpc","lmilexpc"
"2722",2722,910,"PNG","Papua New Guinea",1984,-0.35472581,0.1308,15.08798,10,0,0,0,0,0,8,2,7,10.1195952161914,3,3261,0,0,0,0,NA,0.00310321840422918,-5.77531551113002
"2723",2723,910,"PNG","Papua New Guinea",1985,4.0001898,0.131,15.11163,10,0,0,0,0,0,8,2,6,10.2786934372191,3,3337,0,0,0,0,NA,0.00308021978939738,-5.78275432434872
"2724",2724,910,"PNG","Papua New Guinea",1986,4.6930571,0.131,15.13497,10,0,0,0,0,0,8,2,8,10.1115350748459,3,3407,0,0,0,0,NA,0.00296787058257878,-5.81991055888013
"2725",2725,910,"PNG","Papua New Guinea",1987,2.770494,0.131,15.1581,10,0,0,0,0,0,8,2,6,12.6507754164273,3,3482,0,0,0,0,NA,0.00363319225055352,-5.61764360929194
"2726",2726,910,"PNG","Papua New Guinea",1988,2.9092419,0.131,15.18137,10,0,0,0,0,0,7,2,8,10.7140849030082,3,3557,1,0,0,0,NA,0.00301211270818334,-5.805113550029
"2727",2727,910,"PNG","Papua New Guinea",1989,-1.41958,0.131,15.20522,10,0,0,0,0,0,5,2,8,12.5537190082645,3,3630,3,1,0,0,0,0.00345832479566514,-5.66697097025986
"2728",2728,910,"PNG","Papua New Guinea",1990,-3.0121701,0.131,15.22988,10,0,0,0,0,0,3,2,6,13.4721471065441,4,3698,5,3,0,0,0,0.00364309007748623,-5.61492303507797
"2729",2729,910,"PNG","Papua New Guinea",1991,9.5468988,0.1312,15.25539,10,0,0,0,0,0,2,2,6,10.6044538706257,4,3772,6,5,0,0,0,0.00281136104735569,-5.87408655441062
"2730",2730,910,"PNG","Papua New Guinea",1992,13.84908,0.1314,15.28151,10,0,0,0,0,0,3,2,6,15.3106316610346,4,3847,5,6,0,0,0,0.00397988865636459,-5.52650143586491
"2731",2731,910,"PNG","Papua New Guinea",1993,18.20229,0.1316,15.30796,10,0,0,0,0,0,2,2,6,22.1060683324834,4,3922,6,5,0,0,0,0.00563642741776732,-5.17850485074395
"2732",2732,910,"PNG","Papua New Guinea",1994,5.9421091,0.1318,15.33433,10,0,0,0,0,0,5,2,5,24.2682011508631,4,3997,3,6,0,0,0,0.00607160399070882,-5.10413245993713
"2733",2733,910,"PNG","Papua New Guinea",1995,-3.312449,0.132,15.36035,10,0,0,0,0,0,5,2,6,16.20029455081,5,4074,3,3,0,0,0,0.00397650823534856,-5.52735117256494
"2734",2734,910,"PNG","Papua New Guinea",1996,7.7336969,0.132,15.38596,10,0,0,0,0,0,2,2,6,18.1818181818182,5,4400,6,3,0,0,0,0.00413223140495868,-5.48893772615669
"2735",2735,910,"PNG","Papua New Guinea",1997,-3.9043901,0.132,15.41115,10,0,0,0,0,0,4,2,6,14.4444444444444,5,4500,4,6,0,0,0,0.00320987654320988,-5.74152280263905
"2736",2736,910,"PNG","Papua New Guinea",1998,-3.769114,0.132,15.43579,10,0,0,0,0,0,6,2,7,12.3913043478261,5,4600,2,4,0,0,0,0.0026937618147448,-5.91681661813769
"2737",2737,910,"PNG","Papua New Guinea",1999,7.5478611,0.132,15.45977,10,0,0,0,0,0,5,2,7,9.78307103360272,4,4702,3,2,0,0,0,0.00208061910540254,-6.1750897827288
"2738",2738,910,"PNG","Papua New Guinea",2000,-1.209571,0.132,15.483,10,0,0,0,0,0,6,2,7,6.44892864572498,4,4807,2,3,0,0,0,0.0013415703444404,-6.61391445232064
"2739",2739,910,"PNG","Papua New Guinea",2001,-0.1,0.1324,15.50546,10,0,0,0,0,0,5,2,4,5.61564059900166,4,4808,3,2,0,0,0,0.00116797849396873,-6.75248080744362
"2740",2740,910,"PNG","Papua New Guinea",2002,-0.2,0.1328,15.52717,10,0,0,0,0,0,5,2,6,3.00353356890459,3,5660,3,3,0,0,0,0.000530659641149221,-7.5413897193561
"2741",2741,910,"PNG","Papua New Guinea",2003,2.2,0.1332,15.54817,10,0,0,0,0,0,5,2,6,3.27416853351715,3,5803,3,3,0,0,0,0.000564219978203885,-7.48006635023264
"2742",2742,910,"PNG","Papua New Guinea",2004,2.7,0.1336,15.56852,10,0,0,0,0,0,5,2,6,4.20309347679892,3,5948,3,3,0,0,0,0.000706639790988387,-7.25498951130975
"2743",2743,910,"PNG","Papua New Guinea",2005,3.3,0.134,15.58828,NA,0,0,0,0,0,5,2,6,4.92125984251969,3,6096,3,3,0,0,0,0.000807293281253229,-7.12182353408867
"2744",2744,910,"PNG","Papua New Guinea",2006,NA,NA,NA,NA,0,0,0,0,0,5,2,6,4.96317643291707,9,6246,3,3,0,0,0,0.000794616784008496,-7.13765059221876
"2745",2745,290,"POL","Poland",1979,NA,0.57540001,17.37817,-7,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2746",2746,290,"POL","Poland",1980,NA,0.58099998,17.387239,-6,4,0,0,1,0,NA,NA,NA,270.763252571814,408,35578,NA,NA,1,0,NA,0.00761041240575114,-4.87823791596835
"2747",2747,290,"POL","Poland",1981,NA,0.58459999,17.396299,-8,18,0,0,1,0,6,1,4,288.163027129408,414,35902,2,NA,1,1,NA,0.00802637811624444,-4.82502189682867
"2748",2748,290,"POL","Poland",1982,NA,0.5882,17.405319,-8,3,0,0,1,0,4,1,2,342.881110773732,420,36227,4,2,1,1,NA,0.00946479451165518,-4.66017620489406
"2749",2749,290,"POL","Poland",1983,NA,0.5918,17.41477,-7,0,0,0,1,0,4,1,3,335.841158294824,426,36571,4,4,0,1,NA,0.00918326428850247,-4.69037255057297
"2750",2750,290,"POL","Poland",1984,NA,0.59540001,17.424101,-7,0,0,0,1,0,4,0,2,327.940700005418,434,36914,4,4,0,0,NA,0.00888391125332985,-4.72351336249447
"2751",2751,290,"POL","Poland",1985,NA,0.59900002,17.4319,-7,0,0,0,1,0,3,1,4,196.46265086149,439,37203,5,4,0,0,NA,0.00528082818217589,-5.24367234087924
"2752",2752,290,"POL","Poland",1986,NA,0.6018,17.438681,-7,0,0,0,1,0,4,1,4,226.665954720205,443,37456,4,5,0,0,NA,0.00605152591628057,-5.10744482117385
"2753",2753,290,"POL","Poland",1987,NA,0.60459999,17.44422,-6,2,0,0,1,0,4,0,3,156.648258283772,441,37664,4,4,1,0,NA,0.0041590977666677,-5.48245711124406
"2754",2754,290,"POL","Poland",1988,NA,0.60740002,17.449459,-6,4,0,0,1,0,4,0,5,32.1958692092335,430,37862,4,4,1,1,NA,0.000850347821278156,-7.0698650906763
"2755",2755,290,"POL","Poland",1989,NA,0.6102,17.45212,5,2,0,0,1,0,5,1,5,85.0828438216158,350,37963,3,4,1,1,1,0.00224120443119921,-6.10074186512035
"2756",2756,290,"POL","Poland",1990,NA,0.61299999,17.456221,5,4,0,0,1,0,6,2,6,66.6334373934259,313,38119,2,3,1,1,1,0.00174803739325339,-6.34926160995621
"2757",2757,290,"POL","Poland",1991,-7,0.6134,17.459511,8,6,0,0,1,0,6,2,7,68.2442149300562,305,38245,2,2,1,1,1,0.00178439573617613,-6.32867544421306
"2758",2758,290,"POL","Poland",1992,2.5999999,0.61380001,17.46265,8,5,0,0,1,0,6,2,7,49.5243060080803,270,38365,2,2,1,1,1,0.00129087204504315,-6.65243728508686
"2759",2759,290,"POL","Poland",1993,3.8,0.61419998,17.465099,8,2,0,0,1,0,7,2,6,57.2037754491796,260,38459,1,2,1,1,1,0.00148739632983644,-6.51072811720085
"2760",2760,290,"POL","Poland",1994,5.1999998,0.61459999,17.4673,8,2,0,0,1,0,8,2,6,59.6720630967206,255,38544,0,1,1,1,1,0.00154815439748653,-6.47069176880993
"2761",2761,290,"POL","Poland",1995,7,0.615,17.468439,9,0,0,0,1,0,7,1,6,71.3434228257489,250,38588,1,0,0,1,1,0.00184884997475249,-6.29319146845614
"2762",2762,290,"POL","Poland",1996,6.2390971,0.61540001,17.469231,9,2,0,0,1,0,7,2,6,96.5870837433321,235,38618,1,1,1,0,1,0.00250108974424704,-5.99102874438497
"2763",2763,290,"POL","Poland",1997,7.0864258,0.61580002,17.47006,9,0,0,0,1,0,8,2,7,79.5084087968952,230,38650,0,1,0,1,1,0.00205713864933752,-6.18643926691851
"2764",2764,290,"POL","Poland",1998,4.9816508,0.61619999,17.47047,9,0,0,0,1,0,7,2,8,90.1647812387003,230,38718,1,0,0,0,1,0.00232875616609072,-6.06242098824062
"2765",2765,290,"POL","Poland",1999,4.5242491,0.6166,17.470261,9,0,0,0,1,0,8,2,7,83.1698502839442,187,38740,0,1,0,0,1,0.00214687274868209,-6.14374303120292
"2766",2766,290,"POL","Poland",2000,4.1923079,0.61700001,17.46497,9,4,0,0,1,0,6,2,7,79.7626725138656,217,38765,2,0,1,0,1,0.00205759506033447,-6.18621742461667
"2767",2767,290,"POL","Poland",2001,1.121025,0.61779999,17.459681,9,0,0,0,1,0,7,2,5,89.0957099160806,206,38251,1,2,0,1,1,0.00232923871051948,-6.06221379847623
"2768",2768,290,"POL","Poland",2002,1.399915,0.61860001,17.459181,10,0,0,0,1,0,8,2,5,93.3622423656644,163,38281,0,1,0,0,1,0.00243886634010774,-6.01622196235383
"2769",2769,290,"POL","Poland",2003,3.8410139,0.61939999,17.458241,10,0,0,0,1,0,7,2,5,103.97385620915,163,38250,1,0,0,0,1,0.00271827075056602,-5.90775935431954
"2770",2770,290,"POL","Poland",2004,5.323051,0.6202,17.45788,10,0,0,0,1,0,6,2,6,120.470896010464,152,38225,2,1,0,0,1,0.00315162579491077,-5.75983683392298
"2771",2771,290,"POL","Poland",2005,3.5490029,0.62099998,17.457439,NA,0,0,0,1,0,7,2,4,145.134272103858,142,38206,1,2,0,0,1,0.00379872983572889,-5.57308852188059
"2772",2772,290,"POL","Poland",2006,NA,NA,NA,NA,0,0,0,1,0,7,2,4,160.653505786249,142,38194,1,1,0,0,1,0.00420624982421975,-5.47118380636149
"2773",2773,731,"PRK","Korea, Dem. Rep.",1979,NA,0.56860001,16.646799,-9,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2774",2774,731,"PRK","Korea, Dem. Rep.",1980,NA,0.56900002,16.6602,-9,0,0,1,0,0,NA,NA,NA,80.1870825314163,700,17666,NA,NA,0,0,NA,0.0045390627494292,-5.39503473109814
"2775",2775,731,"PRK","Korea, Dem. Rep.",1981,NA,0.57040001,16.673969,-9,0,0,1,0,0,2,1,0,93.8271935699933,768,17916,6,NA,0,0,NA,0.00523706148526419,-5.25199472320297
"2776",2776,731,"PRK","Korea, Dem. Rep.",1982,NA,0.5718,16.68799,-9,0,0,1,0,0,2,0,0,97.7535777190665,782,18168,6,6,0,0,NA,0.0053805359818949,-5.22496728488315
"2777",2777,731,"PRK","Korea, Dem. Rep.",1983,NA,0.5732,16.70212,-9,0,0,1,0,0,2,0,0,103.999457200239,784,18423,6,6,0,0,NA,0.00564508805299022,-5.17696948309823
"2778",2778,731,"PRK","Korea, Dem. Rep.",1984,NA,0.57459999,16.716141,-9,0,0,1,0,0,NA,NA,NA,278.357689631176,784,18681,NA,6,0,0,NA,0.0149005775724627,-4.20635530352947
"2779",2779,731,"PRK","Korea, Dem. Rep.",1985,NA,0.57599998,16.72991,-9,0,0,1,0,0,1,0,0,221.518319079295,784,18942,7,NA,0,0,NA,0.0116945580761955,-4.44863166707377
"2780",2780,731,"PRK","Korea, Dem. Rep.",1986,NA,0.57759998,16.743389,-9,0,0,1,0,0,1,0,0,201.489040454001,838,19207,7,7,0,0,NA,0.0104903962333525,-4.55729508480374
"2781",2781,731,"PRK","Korea, Dem. Rep.",1987,NA,0.57919998,16.756651,-9,0,0,1,0,0,2,1,0,216.643564864726,838,19479,6,7,0,0,NA,0.011121903838222,-4.498838796341
"2782",2782,731,"PRK","Korea, Dem. Rep.",1988,NA,0.58080002,16.769739,-9,0,0,1,0,0,2,0,0,233.805668016194,842,19760,6,6,0,0,NA,0.0118322706485928,-4.4369246795458
"2783",2783,731,"PRK","Korea, Dem. Rep.",1989,NA,0.58240002,16.782721,-9,0,0,1,0,0,1,0,0,209.4345267777,1040,20054,7,6,0,0,0,0.0104435288110951,-4.56177274491414
"2784",2784,731,"PRK","Korea, Dem. Rep.",1990,NA,0.58400002,16.79561,-9,0,0,1,0,0,NA,NA,NA,256.838383342337,1200,20363,NA,7,0,0,0,0.0126129933380316,-4.37302777905992
"2785",2785,731,"PRK","Korea, Dem. Rep.",1991,NA,0.58540001,16.80842,-9,0,0,1,0,0,NA,NA,NA,263.450476144439,1200,20687,NA,NA,0,0,0,0.0127350740148131,-4.36339535864667
"2786",2786,731,"PRK","Korea, Dem. Rep.",1992,NA,0.5868,16.82107,-9,0,0,1,0,0,NA,NA,NA,261.593341260404,1200,21025,NA,NA,0,0,0,0.0124420138530513,-4.3866763194796
"2787",2787,731,"PRK","Korea, Dem. Rep.",1993,NA,0.5882,16.83338,-9,0,0,1,0,0,NA,NA,NA,247.953216374269,1100,21375,NA,NA,0,0,0,0.01160015047365,-4.45673720908757
"2788",2788,731,"PRK","Korea, Dem. Rep.",1994,NA,0.58959999,16.845119,-9,0,0,1,0,0,NA,NA,NA,260.421459464434,1100,21734,NA,NA,0,0,0,0.0119822149380893,-4.42433181706623
"2789",2789,731,"PRK","Korea, Dem. Rep.",1995,NA,0.59099998,16.85614,-9,0,0,1,0,0,3,0,0,236.774222745169,1100,22097,5,NA,0,0,0,0.010715220289866,-4.53609009125104
"2790",2790,731,"PRK","Korea, Dem. Rep.",1996,NA,0.5932,16.8664,-9,0,0,1,0,0,0,0,0,247.440576871717,1100,22466,8,5,0,0,0,0.0110140023534104,-4.50858787446742
"2791",2791,731,"PRK","Korea, Dem. Rep.",1997,NA,0.59540001,16.875919,-9,0,0,1,0,0,0,0,0,99.5314621009765,1100,22837,8,8,0,0,0,0.00435834225603085,-5.4356635104285
"2792",2792,731,"PRK","Korea, Dem. Rep.",1998,NA,0.59759998,16.88472,-9,0,0,1,0,0,0,0,0,89.3438410142196,1000,23348,8,8,0,0,0,0.00382661645597994,-5.56577429810451
"2793",2793,731,"PRK","Korea, Dem. Rep.",1999,NA,0.5998,16.89283,-9,0,0,1,0,0,0,0,0,88.6001181334908,1000,23702,8,8,0,0,0,0.0037380861586993,-5.58918152080314
"2794",2794,731,"PRK","Korea, Dem. Rep.",2000,NA,0.60200001,16.90027,-9,0,0,1,0,0,0,0,0,86.9836515662049,1055,24039,8,8,0,0,0,0.00361843885212384,-5.62171260248159
"2795",2795,731,"PRK","Korea, Dem. Rep.",2001,NA,0.6048,16.907049,-9,0,0,1,0,0,0,0,0,88.5135427016286,1082,23149,8,8,0,0,0,0.00382364433459884,-5.56655129685318
"2796",2796,731,"PRK","Korea, Dem. Rep.",2002,NA,0.60759998,16.9132,-9,0,0,1,0,0,0,0,0,NA,1082,23248,8,8,0,0,0,NA,NA
"2797",2797,731,"PRK","Korea, Dem. Rep.",2003,NA,0.61040001,16.918779,-9,0,0,1,0,0,0,0,0,NA,1082,23449,8,8,0,0,0,NA,NA
"2798",2798,731,"PRK","Korea, Dem. Rep.",2004,NA,0.6132,16.923849,-9,0,0,1,0,0,0,0,0,NA,1094,23639,8,8,0,0,0,NA,NA
"2799",2799,731,"PRK","Korea, Dem. Rep.",2005,NA,0.61599998,16.92848,NA,0,0,1,0,0,0,0,0,NA,1106,23813,8,8,0,0,0,NA,NA
"2800",2800,731,"PRK","Korea, Dem. Rep.",2006,NA,NA,NA,NA,0,0,1,0,0,0,0,0,NA,1106,23970,8,8,0,0,0,NA,NA
"2801",2801,150,"PRY","Paraguay",1979,11.35697,0.4116,14.92,-8,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2802",2802,150,"PRY","Paraguay",1980,14.81888,0.41700001,14.95133,-8,0,0,0,0,1,NA,NA,NA,22.4113680154143,15,3114,NA,NA,0,0,NA,0.00719697110321588,-4.93409502157973
"2803",2803,150,"PRY","Paraguay",1981,8.5362492,0.42360001,14.98138,-8,0,0,0,0,1,3,1,2,27.4783286560649,15,3207,5,NA,0,0,NA,0.00856823469163232,-4.75969355456474
"2804",2804,150,"PRY","Paraguay",1982,-3.7165511,0.4302,15.01051,-8,0,0,0,0,1,5,1,4,33.667272176809,16,3303,3,5,0,0,NA,0.0101929373832301,-4.58606021192961
"2805",2805,150,"PRY","Paraguay",1983,-3.0249591,0.4368,15.03931,-8,0,0,0,0,1,5,1,4,30.586125808348,16,3402,3,3,0,0,NA,0.0089906307490735,-4.71157227177253
"2806",2806,150,"PRY","Paraguay",1984,3.077359,0.4434,15.06862,-8,0,0,0,0,1,3,1,2,21.9420662100457,17,3504,5,3,0,0,NA,0.00626200519693084,-5.07325482616277
"2807",2807,150,"PRY","Paraguay",1985,3.9761109,0.45,15.09887,-8,0,0,0,0,1,4,1,2,16.561374341923,14,3609,4,5,0,0,NA,0.00458890948792546,-5.38411286746728
"2808",2808,150,"PRY","Paraguay",1986,0,0.45740002,15.13015,-8,0,0,0,0,1,3,1,3,20.4834810636583,16,3723,5,4,0,0,NA,0.00550187511782389,-5.20266631433388
"2809",2809,150,"PRY","Paraguay",1987,4.3330741,0.4648,15.16205,-8,0,0,0,0,1,3,1,2,18.3545951575111,16,3841,5,5,0,0,NA,0.00477859806235643,-5.34360806789145
"2810",2810,150,"PRY","Paraguay",1988,6.3547621,0.47220001,15.19395,-8,0,0,0,0,1,6,0,2,21.2768104970982,16,3963,2,5,0,0,NA,0.0053688646220283,-5.22713882260568
"2811",2811,150,"PRY","Paraguay",1989,5.7986412,0.47959999,15.22511,2,0,0,0,0,1,7,1,6,14.8178038640254,16,4089,1,2,0,0,0,0.00362382094987171,-5.62022629879025
"2812",2812,150,"PRY","Paraguay",1990,3.0906031,0.48700001,15.25505,2,0,0,0,0,1,4,1,5,10.7655842616734,16,4219,4,1,0,0,0,0.00255169098404204,-5.97099900858913
"2813",2813,150,"PRY","Paraguay",1991,2.469533,0.49380001,15.2837,2,0,0,0,0,1,5,2,4,24.6885094600831,16,4334,3,4,0,0,0,0.00569647195664122,-5.16790825074857
"2814",2814,150,"PRY","Paraguay",1992,3.4228821,0.50060001,15.31128,7,0,0,0,0,1,7,1,7,26.027397260274,16,4453,1,3,0,0,0,0.00584491292617875,-5.14218358131556
"2815",2815,150,"PRY","Paraguay",1993,3.9118021,0.50740002,15.33687,7,0,0,0,0,1,4,1,7,22.2950819672131,16,4575,4,1,0,0,0,0.00487324196004658,-5.32399586315284
"2816",2816,150,"PRY","Paraguay",1994,3.727062,0.51419998,15.3607,7,0,0,0,0,1,7,2,4,17.8723404255319,16,4700,1,4,0,0,0,0.0038026256224536,-5.57206349757085
"2817",2817,150,"PRY","Paraguay",1995,5.452261,0.52099998,15.38391,7,0,0,0,0,1,6,2,5,23.1980115990058,16,4828,2,1,0,0,0,0.00480489055488935,-5.33812101415761
"2818",2818,150,"PRY","Paraguay",1996,0.40255731,0.52740002,15.4065,7,1,0,0,0,1,7,2,6,27.0433905146317,16,4955,1,2,1,0,1,0.00545779828751396,-5.21070981459513
"2819",2819,150,"PRY","Paraguay",1997,2.991962,0.53380001,15.42853,7,0,0,0,0,1,7,2,7,26.3520157325467,16,5085,1,1,0,1,1,0.00518230397886858,-5.26250553803227
"2820",2820,150,"PRY","Paraguay",1998,0.5793829,0.5402,15.45006,6,0,0,0,0,1,4,2,8,25.852163921869,16,5222,4,1,0,0,1,0.00495062503291249,-5.30824144109758
"2821",2821,150,"PRY","Paraguay",1999,-1.4817539,0.5466,15.47117,7,1,0,0,0,1,5,2,7,23.8895110115715,17,5358,3,4,1,0,1,0.00445866200290621,-5.41290655730735
"2822",2822,150,"PRY","Paraguay",2000,-3.3455911,0.55299999,15.49191,7,0,0,0,0,1,4,2,7,16.3755458515284,20,5496,4,3,0,1,1,0.00297953891039454,-5.81598671849197
"2823",2823,150,"PRY","Paraguay",2001,2.064281,0.55939999,15.5123,7,0,0,0,0,1,5,2,6,13.9296187683284,19,5456,3,4,0,0,1,0.00255308261882853,-5.97045377977813
"2824",2824,150,"PRY","Paraguay",2002,-0.048568401,0.56580002,15.53234,7,0,0,0,0,1,4,2,6,9.15455035002693,19,5571,4,3,0,0,1,0.00164325082570937,-6.41107878833517
"2825",2825,150,"PRY","Paraguay",2003,3.839606,0.57220001,15.55201,8,0,0,0,0,1,6,2,5,7.7437521999296,19,5682,2,4,0,0,1,0.00136285677577079,-6.59817221192787
"2826",2826,150,"PRY","Paraguay",2004,4.1352782,0.57860001,15.57131,8,0,0,0,0,1,5,2,5,8.97635076816848,15,5793,3,2,0,0,1,0.00154951679063844,-6.46981214462968
"2827",2827,150,"PRY","Paraguay",2005,2.9419479,0.585,15.59023,NA,0,0,0,0,1,6,2,5,9.82384823848238,10,5904,2,3,0,0,1,0.0016639309347023,-6.39857244303206
"2828",2828,150,"PRY","Paraguay",2006,NA,NA,NA,NA,0,0,0,0,1,4,1,5,11.1388196176226,10,6015,4,2,0,0,1,0.00185184033543186,-6.29157535844446
"2829",2829,694,"QAT","Qatar",1979,NA,0.89300003,12.26622,-10,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2830",2830,694,"QAT","Qatar",1980,NA,0.89400002,12.34253,-10,0,0,1,0,0,NA,NA,NA,2633.18777292576,6,229,NA,NA,0,0,NA,11.4986365629946,2.44222846860084
"2831",2831,694,"QAT","Qatar",1981,NA,0.89540001,12.43306,-10,0,0,1,0,0,NA,NA,NA,3584,6,250,NA,NA,0,0,NA,14.336,2.66277385623257
"2832",2832,694,"QAT","Qatar",1982,NA,0.8968,12.5309,-10,0,0,1,0,0,NA,NA,NA,NA,6,274,NA,NA,0,0,NA,NA,NA
"2833",2833,694,"QAT","Qatar",1983,NA,0.8982,12.62825,-10,0,0,1,0,0,NA,NA,NA,551.495016611296,6,301,NA,NA,0,0,NA,1.83220935751261,0.605522537840929
"2834",2834,694,"QAT","Qatar",1984,NA,0.89959999,12.71767,-10,0,0,1,0,0,NA,NA,NA,502.848484848485,6,330,NA,NA,0,0,NA,1.52378328741965,0.421196247297224
"2835",2835,694,"QAT","Qatar",1985,NA,0.90099998,12.79562,-10,0,0,1,0,0,NA,NA,NA,644.692737430168,7,358,NA,NA,0,0,NA,1.8008177023189,0.588240840814681
"2836",2836,694,"QAT","Qatar",1986,NA,0.90519997,12.8632,-10,0,0,1,0,0,NA,NA,NA,NA,9,386,NA,NA,0,0,NA,NA,NA
"2837",2837,694,"QAT","Qatar",1987,NA,0.90940002,12.92264,-10,0,0,1,0,0,NA,NA,NA,372.463768115942,11,414,NA,NA,0,0,NA,0.899670937478121,-0.105726207539263
"2838",2838,694,"QAT","Qatar",1988,NA,0.91360001,12.97417,-10,0,0,1,0,0,NA,NA,NA,317.056074766355,7,428,NA,NA,0,0,NA,0.740785221416718,-0.300044545340633
"2839",2839,694,"QAT","Qatar",1989,NA,0.91779999,13.01809,-10,0,0,1,0,0,NA,NA,NA,NA,7,456,NA,NA,0,0,0,NA,NA
"2840",2840,694,"QAT","Qatar",1990,NA,0.92199997,13.055,-10,0,0,1,0,0,NA,NA,NA,NA,11,486,NA,NA,0,0,0,NA,NA
"2841",2841,694,"QAT","Qatar",1991,NA,0.92580002,13.08549,-10,0,0,1,0,0,NA,NA,NA,1856.99801192843,11,503,NA,NA,0,0,0,3.69184495413207,1.30612632066996
"2842",2842,694,"QAT","Qatar",1992,NA,0.92959999,13.11067,-10,0,0,1,0,0,NA,NA,NA,NA,8,533,NA,NA,0,0,0,NA,NA
"2843",2843,694,"QAT","Qatar",1993,NA,0.93339996,13.13226,-10,0,0,1,0,0,NA,NA,NA,1432.91592128801,8,559,NA,NA,0,0,0,2.5633558520358,0.941317279740298
"2844",2844,694,"QAT","Qatar",1994,NA,0.93720001,13.1523,-10,0,0,1,0,0,NA,NA,NA,519.392917369309,10,593,NA,NA,0,0,0,0.875873385108446,-0.132533736039739
"2845",2845,694,"QAT","Qatar",1995,NA,0.94099998,13.17255,-10,0,0,1,0,0,NA,NA,NA,1277.37226277372,10,548,NA,NA,0,0,0,2.3309712824338,0.846285040129511
"2846",2846,694,"QAT","Qatar",1996,NA,0.94260002,13.19223,-10,0,0,1,0,0,NA,NA,NA,1383.51254480287,11,558,NA,NA,0,0,0,2.47941316272915,0.908021904244291
"2847",2847,694,"QAT","Qatar",1997,NA,0.94419998,13.21195,-10,0,0,1,0,0,NA,NA,NA,2365.55360281195,11,569,NA,NA,0,0,0,4.15738770265721,1.42488692093415
"2848",2848,694,"QAT","Qatar",1998,NA,0.94580002,13.23608,-10,0,0,1,0,0,NA,NA,NA,2371.3298791019,11,579,NA,NA,0,0,0,4.09556110380294,1.40990372960412
"2849",2849,694,"QAT","Qatar",1999,NA,0.94739998,13.26975,-10,0,0,1,0,0,NA,NA,NA,2492.35993208829,12,589,NA,NA,0,0,0,4.23151092035363,1.44255912085342
"2850",2850,694,"QAT","Qatar",2000,NA,0.94900002,13.31519,-10,0,0,1,0,0,NA,NA,NA,1974.95826377295,12,599,NA,NA,0,0,0,3.29709226005502,1.19304094672963
"2851",2851,694,"QAT","Qatar",2001,NA,0.95,13.37306,-10,0,0,1,0,0,7,0,2,1915.25423728814,12,649,1,NA,0,0,0,2.95108511138388,1.08217293708467
"2852",2852,694,"QAT","Qatar",2002,7.1334591,0.95099998,13.43905,-10,0,0,1,0,0,NA,NA,NA,2944.44444444444,12,630,NA,1,0,0,0,4.67372134038801,1.54195561525252
"2853",2853,694,"QAT","Qatar",2003,3.490072,0.95199997,13.50522,-10,0,0,1,0,0,8,0,3,2913.63636363636,12,660,0,NA,0,0,0,4.41460055096419,1.48491735452997
"2854",2854,694,"QAT","Qatar",2004,20.843161,0.95300003,13.56311,-10,0,0,1,0,0,8,0,3,2861.11111111111,12,720,0,0,0,0,0,3.97376543209877,1.37971411674556
"2855",2855,694,"QAT","Qatar",2005,6.0701008,0.95400002,13.60829,NA,0,0,1,0,0,7,0,2,1081.6077953715,12,821,1,0,0,0,0,1.3174272781626,0.275680803069451
"2856",2856,694,"QAT","Qatar",2006,NA,NA,NA,NA,0,0,1,0,0,6,0,2,1100.20661157025,12,968,2,1,0,0,0,1.13657707806844,0.128021182572509
"2857",2857,360,"ROM","Romania",1979,NA,0.45200001,16.90873,-8,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"2858",2858,360,"ROM","Romania",1980,NA,0.45799999,16.915649,-8,0,0,0,1,0,NA,NA,NA,169.985856492951,211,22201,NA,NA,0,0,NA,0.0076566756674452,-4.87217737540202
"2859",2859,360,"ROM","Romania",1981,0.76573092,0.46639999,16.92247,-8,0,0,0,1,0,4,0,2,181.3554780119,212,22353,4,NA,0,0,NA,0.00811325003408491,-4.81425674710106
"2860",2860,360,"ROM","Romania",1982,4.0005412,0.4748,16.928049,-8,0,0,0,1,0,4,0,2,217.577720437761,213,22478,4,4,0,0,NA,0.00967958539183919,-4.63773621003251
"2861",2861,360,"ROM","Romania",1983,6.0999932,0.4832,16.931379,-8,0,0,0,1,0,4,0,2,228.768811244624,232,22553,4,4,0,0,NA,0.0101436088877144,-4.59091143805241
"2862",2862,360,"ROM","Romania",1984,5.900001,0.4916,16.93457,-8,0,0,0,1,0,3,0,1,234.033149171271,236,22625,5,4,0,0,NA,0.0103440065932053,-4.57134800011861
"2863",2863,360,"ROM","Romania",1985,-0.0992461,0.5,16.93898,-8,0,0,0,1,0,3,1,2,61.3861386138614,237,22725,5,5,0,0,NA,0.0027012602250324,-5.91403686485376
